T0_CT_A01	T0_CT_A03	T0_CT_A05	T0_CT_A06	T0_CT_A07	T0_CT_A08	T0_CT_A10	T0_CT_A11	T0_CT_B01	T0_CT_B03	T0_CT_B05	T0_CT_B07	T0_CT_B08	T0_CT_B09	T0_CT_C02	T0_CT_C03	T0_CT_C05	T0_CT_C06	T0_CT_C07	T0_CT_C08	T0_CT_C09	T0_CT_C11	T0_CT_C12	T0_CT_D01	T0_CT_D02	T0_CT_D03	T0_CT_D05	T0_CT_D06	T0_CT_D07	T0_CT_D08	T0_CT_D09	T0_CT_D11	T0_CT_D12	T0_CT_E01	T0_CT_E03	T0_CT_E04	T0_CT_E05	T0_CT_E06	T0_CT_E07	T0_CT_E08	T0_CT_E09	T0_CT_E10	T0_CT_E11	T0_CT_E12	T0_CT_F01	T0_CT_F02	T0_CT_F03	T0_CT_F04	T0_CT_F05	T0_CT_F06	T0_CT_F07	T0_CT_F09	T0_CT_F11	T0_CT_F12	T0_CT_G01	T0_CT_G02	T0_CT_G03	T0_CT_G04	T0_CT_G07	T0_CT_G08	T0_CT_G09	T0_CT_G11	T0_CT_H01	T0_CT_H02	T0_CT_H04	T0_CT_H05	T0_CT_H08	T0_CT_H09	T0_CT_H12	T24_CT_A01	T24_CT_A03	T24_CT_A04	T24_CT_A05	T24_CT_A07	T24_CT_A08	T24_CT_A09	T24_CT_A10	T24_CT_B01	T24_CT_B02	T24_CT_B03	T24_CT_B05	T24_CT_B06	T24_CT_B07	T24_CT_B08	T24_CT_B09	T24_CT_B11	T24_CT_C01	T24_CT_C02	T24_CT_C03	T24_CT_C05	T24_CT_C07	T24_CT_C08	T24_CT_C09	T24_CT_C10	T24_CT_C11	T24_CT_C12	T24_CT_D01	T24_CT_D02	T24_CT_D03	T24_CT_D04	T24_CT_D05	T24_CT_D06	T24_CT_D07	T24_CT_D08	T24_CT_D09	T24_CT_D10	T24_CT_D11	T24_CT_E01	T24_CT_E02	T24_CT_E04	T24_CT_E05	T24_CT_E07	T24_CT_E09	T24_CT_E11	T24_CT_E12	T24_CT_F01	T24_CT_F02	T24_CT_F03	T24_CT_F04	T24_CT_F05	T24_CT_F07	T24_CT_F08	T24_CT_F09	T24_CT_F10	T24_CT_F11	T24_CT_F12	T24_CT_G01	T24_CT_G02	T24_CT_G03	T24_CT_G04	T24_CT_G05	T24_CT_G06	T24_CT_G08	T24_CT_G10	T24_CT_G11	T24_CT_G12	T24_CT_H01	T24_CT_H02	T24_CT_H03	T24_CT_H05	T24_CT_H07	T24_CT_H09	T24_CT_H12	T48_CT_A01	T48_CT_A02	T48_CT_A03	T48_CT_A04	T48_CT_A05	T48_CT_A06	T48_CT_A07	T48_CT_A08	T48_CT_A09	T48_CT_A10	T48_CT_A11	T48_CT_A12	T48_CT_B01	T48_CT_B02	T48_CT_B03	T48_CT_B04	T48_CT_B06	T48_CT_B08	T48_CT_B10	T48_CT_B11	T48_CT_B12	T48_CT_C01	T48_CT_C02	T48_CT_C03	T48_CT_C04	T48_CT_C05	T48_CT_C06	T48_CT_C07	T48_CT_C09	T48_CT_C10	T48_CT_C11	T48_CT_D01	T48_CT_D02	T48_CT_D03	T48_CT_D04	T48_CT_D06	T48_CT_D07	T48_CT_D08	T48_CT_D09	T48_CT_D10	T48_CT_D11	T48_CT_D12	T48_CT_E01	T48_CT_E02	T48_CT_E03	T48_CT_E04	T48_CT_E05	T48_CT_E06	T48_CT_E07	T48_CT_E08	T48_CT_E10	T48_CT_E11	T48_CT_E12	T48_CT_F01	T48_CT_F02	T48_CT_F03	T48_CT_F05	T48_CT_F07	T48_CT_F09	T48_CT_F10	T48_CT_F11	T48_CT_G01	T48_CT_G02	T48_CT_G03	T48_CT_G07	T48_CT_G08	T48_CT_G09	T48_CT_G10	T48_CT_G11	T48_CT_G12	T48_CT_H01	T48_CT_H02	T48_CT_H04	T48_CT_H05	T48_CT_H06	T48_CT_H07	T48_CT_H08	T48_CT_H11	T48_CT_H12	T72_CT_A01	T72_CT_A05	T72_CT_A08	T72_CT_A09	T72_CT_A11	T72_CT_B01	T72_CT_B02	T72_CT_B03	T72_CT_B04	T72_CT_B05	T72_CT_B06	T72_CT_B08	T72_CT_B09	T72_CT_B11	T72_CT_B12	T72_CT_C04	T72_CT_C06	T72_CT_C07	T72_CT_C09	T72_CT_C11	T72_CT_D01	T72_CT_D03	T72_CT_D04	T72_CT_D05	T72_CT_D07	T72_CT_D10	T72_CT_D11	T72_CT_E04	T72_CT_E05	T72_CT_E07	T72_CT_F01	T72_CT_F05	T72_CT_F07	T72_CT_F10	T72_CT_F11	T72_CT_G03	T72_CT_G04	T72_CT_G06	T72_CT_G08	T72_CT_G10	T72_CT_G11	T72_CT_H01	T72_CT_H03	T72_CT_H05	T72_CT_H08	T72_CT_H09	T72_CT_H10	T72_CT_H11	T72_CT_H12
ARGLU1	85.4288	19.0329	46.0645	44.6379	41.6771	28.4772	25.081	0.0299005	18.3572	52.6697	15.4621	4.5431	35.2619	27.2188	38.7886	24.8554	50.3336	34.5633	33.5324	26.3793	0.228413	25.1969	19.7091	14.1818	16.8551	31.3445	40.8856	41.2837	36.1735	9.38458	19.7409	22.8068	29.4942	23.1446	44.6528	2.58916	42.7308	18.145	48.4355	35.3143	13.9524	0	5.86854	8.85515	22.8316	23.4028	7.94096	32.0245	23.3493	31.3967	15.8506	13.2603	11.4887	77.0336	20.8416	6.38636	34.1875	14.7787	26.9177	16.759	47.694	20.3939	10.5188	24.3311	22.6465	13.596	16.5326	13.267	24.6871	48.265	53.507	8.40767	8.45505	60.8315	35.0696	41.9015	61.375	47.0273	33.8164	35.5197	58.6307	104.426	48.33	19.2061	61.817	83.1848	14.6319	14.8386	67.4101	18.928	123.626	23.4173	34.3546	53.4819	21.1986	70.0215	45.9335	47.2601	17.8375	13.9015	39.5674	145.181	31.8688	51.4651	50.1754	46.0777	42.8257	44.564	96.114	57.5971	29.2945	142.925	54.5405	37.2836	80.6983	38.1405	14.4302	38.3229	115.329	59.7469	83.536	49.1935	72.1247	61.1835	45.516	53.9947	8.47138	36.6097	23.508	35.8455	45.6336	71.7521	41.2252	125.273	6.63407	36.5915	60.2661	36.8997	47.5351	55.1835	53.4728	44.0854	14.0167	110.916	25.8952	26.9991	60.4186	112.392	4.47815	64.965	57.5096	50.5912	44.0763	32.2284	127.69	2.45414	23.9025	9.73025	100.107	5.47834	29.5791	96.7208	50.9202	62.1101	75.1673	0.050887	139.052	14.3802	40.1234	19.8263	71.0979	30.7896	40.6255	35.4986	122.36	204.896	10.9956	44.1027	59.0665	22.4604	54.6407	140.673	285.838	17.7134	100.911	93.5313	24.8708	92.316	7.58225	38.9761	28.468	17.2673	40.5769	88.9958	67.0003	15.8499	36.5498	108.345	35.0788	6.08233	26.3824	36.3348	69.6928	24.8025	109.137	25.583	14.3131	22.3237	112.451	108.072	59.2085	108.544	48.9107	24.404	94.1688	186.534	101.545	63.9236	80.3985	29.6595	40.2552	121.992	8.86044	16.7366	61.0443	60.9449	6.97661	4.20425	55.5928	45.4588	55.336	70.2369	106.935	27.969	4.57669	43.8083	51.084	64.6387	48.7251	4.21227	30.627	44.9492	6.06464	10.0811	41.8968	61.9322	75.7041	52.9312	15.8553	17.6485	61.285	33.8656	30.5413	20.6114	59.9682	19.4963	9.80714	20.1927	34.6464	12.1763	76.0146	43.2771	67.2459	40.5788	64.6308	16.1939	40.2504	8.1229	72.0171	82.8119	54.4998
NT5E	6.71479	99.7633	7.74374	7.22662	62.1021	95.4354	60.5384	0.0299512	46.0506	26.1679	72.3235	14.5533	10.9095	20.5626	38.4154	35.2766	124.721	56.83	0.714804	55.2096	2.43577	136.435	11.4325	18.7321	38.5415	74.5587	43.9825	75.7675	63.0505	29.1799	21.2694	58.8523	52.5997	22.2113	98.9203	65.5974	0.465183	6.07549	65.4502	58.8232	23.8508	43.782	60.7312	34.7758	7.47107	50.1887	67.401	40.1511	38.5632	56.806	10.4501	51.4495	37.6122	8.97339	30.8254	49.3574	45.1736	14.8621	10.8541	33.9577	93.8174	58.5689	36.3883	50.6768	27.8174	177.086	66.2003	69.651	23.8583	0	64.6677	0	0.887437	40.4616	2.56203	0	0.339702	6.43214	43.3966	57.2805	8.96878	0	0.945576	0.106294	26.9392	0.699165	1.02874	0.0997681	0	0	4.44231	89.4927	2.82753	12.5577	15.0943	17.1385	59.6633	60.7486	80.2445	0	68.671	80.3771	0	4.98392	2.00966	87.3623	0.107518	80.5514	0.0986312	0	1.31026	52.9588	86.0646	42.3343	149.826	57.6323	5.82063	0	23.9391	0	0.632853	0	0	0.796704	2.30032	7.26409	2.41141	1.65781	45.7514	15.1387	0	10.3208	0	32.491	0	0	42.6505	0.584484	3.2239	49.9536	1.53908	0	0	10.1606	3.67356	57.0546	0	28.2432	0.236121	39.7713	33.0716	45.4278	64.2618	27.6793	0	144.3	21.7744	9.10964	1.07077	92.2869	14.9511	83.2367	65.9158	0	73.8321	0	0.76021	11.4829	5.24963	62.6311	0	16.6107	0	42.772	40.0281	0.378372	0	48.7654	46.5384	23.4516	0.103272	0	164.818	0.589419	0	28.8482	0	34.7481	0	0	0	5.72031	18.7259	0.255441	0.813969	36.8897	67.8108	16.6658	10.0496	16.4342	0.107874	11.0429	61.1488	0.167873	9.76671	65.0021	0	0.122869	0	47.0481	82.864	0.919906	0	4.56023	33.0628	0	26.0289	7.76316	0	36.4688	0.77976	0	24.679	15.6103	25.1833	15.0921	20.9723	31.4475	1.33262	50.072	0	25.0007	16.5749	38.2722	0	24.6413	1.06222	25.2992	4.81041	6.80494	23.0113	32.1923	14.3238	52.142	16.3774	22.736	64.5965	43.8714	25.1515	93.2659	3.16594	38.2509	69.439	0	30.7578	41.5961	31.2361	0	7.85546	33.0351	2.39161	78.0071	15.3313	0.864406	0.765641	24.5216	15.8528	83.9792	0	0	2.47569
TROAP	6.82265	30.5513	14.6806	0	0	0	56.564	0	0	3.3983	0	16.3111	2.96899	0	15.2257	0.0967347	0	0	3.66176	86.1681	0	34.5122	0	16.7267	55.6567	45.4561	0	25.2242	0.556869	51.7583	0	0	127.922	44.7034	0	0	0	0.178812	29.1837	79.5668	38.1644	0	73.2774	2.12203	43.0934	34.8456	11.0017	63.8613	0	24.4027	0	0	38.0329	1.50611	2.94778	0	0	2.72135	41.9323	19.5182	0	0	0	0	0	0	0	0	0	39.8889	1.19407	78.405	35.3055	0	0	0	0	2.53485	0	0	0	0	0	1.75633	0	0	0	0	0	2.3	0	0	0.861051	44.8175	0	0	0	109.596	0	134.337	0	0	0	0	0	0	0	0	0	0	0	0	185.52	0	0	0	0	19.0814	0	0	0	0	0	0	0	40.2418	0	0	0	0	0	0	121.465	0	0	0	0	0	0	0	0	0	0	0	0.285482	0	0	0	0	5.96835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.7756	0	0	0	0	0.726172	0	0	0	0	0	0	39.6994	1.52616	0	0	0	0	0	0	0	0	0	1.58881	57.5131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.985	0	0	0	0	0	0	0	0	0	0	0	0	21.5386	0	0	0	0	0	0	0	0	0	4.15165	0	0	0	0	0	0	0	73.0454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18472	0	0	0	0	0	0	0.181449	0	6.60658	58.0174	47.4617	0.406915	0	0
CCDC142	0.76343	0.29743	0	0	0	0	0	0	0	0.124658	0	0	0.133932	0.434449	0	0.46368	0.514002	0	0	0	0	0	0	0.134583	2.7756	0	0	0	0	0.0749563	0	0	0.224	0	0	0	0	0	0.0781033	0	0	0	0	0	0.0596225	0	0.158014	0.0982017	0.0597127	0	0.151701	0.0545169	0.0402483	0	0	0	0.20106	0.102823	0	0	0	0.112076	0	0	0.073035	0.273274	0.105441	0.0670863	0	0	0.419175	0	0.240355	0.19942	0.363455	0	0	0.905593	0	0.220188	0.149573	0.324169	0	4.75084	0	0.138866	0	0	0	0	0.25949	0	0.0539998	0.566057	0.0772662	2.61246	0.20919	0.251448	0	0.265978	0	0.290042	0	0.210605	0.561	0	48.9817	0	0	0	0	0	0	11.9407	0.224904	43.9578	0.652598	0	0.162074	0.314515	0	0.112515	0.253697	0	0.734984	0.12018	0.702626	0	0.14045	0	0.152507	1.07733	0.104778	1.11697	0	0	0.475875	0	0	0.12858	0.0727788	0	0.114317	0	0.455997	1.55272	1.85333	0.72891	0	0	1.51713	0	0.0968036	4.33952	0.868452	0.46562	0	0	1.24056	0	0.46344	0.296986	0	1.46632	0	0	0	0	0.189191	0	0	0.42844	0	5.54487	0	0	0	0	0.269174	0	0	0.208275	0	2.28702	0.546554	0.448617	0.198873	1.00642	0.260126	0.158276	0.294557	0	0.122334	188.259	0.370332	0	0.086172	0	0.679012	0.283664	0	0.292484	0.731181	0.203654	0	0	0	0	19.7005	0.687036	0.257235	0.391366	0.0906196	0.117628	0.774279	0	0	0.148248	0.437105	0.285106	0	0	0.235781	1.75572	0.3221	2.0673	2.85836	17.8678	0.95672	1.44228	2.26468	2.78989	7.22011	2.0259	0.758982	2.63709	2.56309	0.875442	0.353882	1.2441	1.6039	2.41246	1.9728	1.12359	1.5035	0.746038	0.179327	1.49865	3.20693	0.505329	1.77714	3.49674	1.07483	1.15595	0.770563	2.9526	1.51019	0.175475	0.615589	0.130487	0.580931	1.34571	0.761301	0.410327	14.9907	2.37453	0.603153	2.56271	1.28947	0.794196	0.645562
GPNMB	0	0	0	0	0	1.67968	0	0	0.0961067	0	0	0	0	22.7976	0	0	0	0	4.21872	0.223976	0	0	0	0.738194	0	13.0644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2918	0	0	0	0	0	0	0	0	3.2391	0	0	0	0	0	0	0	0	3.3361	0	0	0	0	0	0	0	1.50553	1.28475	0	0.86967	0.314329	0.632021	0.540045	129.642	0	0	0	0	0	68.6947	0	0	0	0	5.69026	0	0	17.578	69.9877	0	0	0	0	47.5207	0	0	87.612	3.36386	0	0.252146	126.244	0	2.07636	4.32465	4.83058	0	0	0	0	0	0	0	21.5682	0	0.816342	2.86587	0	0	0	0	0	19.3395	0	0	3.50146	0	0	0	0	0	0	16.528	0	0	32.1316	0	0	0	0	0	0	0	0.303024	0	0	0.255236	0	5.89398	0	46.3921	9.55533	0	11.0518	0.234425	0.301568	0	0	1.2896	0	0.693313	0	0.358158	0.233789	0	1.23849	1.02108	0	1.54419	0	1.59452	1.38854	75.4362	0	0	4.91274	0.36235	0.360449	0.505918	67.435	0	0.441971	1.94656	17.0845	99.8806	0	0.523498	1.29812	0	0	64.4844	1.35454	0	70.5063	0	0	0.298841	7.36571	6.61121	36.4799	0	0	0	0	0	0.153031	35.8588	0	0	30.1475	0	0	0	0	20.8712	11.9218	0	0	0	0	136.31	7.8789	0.413537	0	0	0	0.337549	0.544786	0.385292	2.08915	70.6808	13.2968	0	0	0.341827	0	0.320667	7.4616	0	0	20.2609	0	0	0	0.345226	0	15.1318	33.2464	3.95211	4.42887	0.304442	1.80269	0	38.8897	0	0	0.246663	1.04511	0.703709	108.57	0.201307
TTYH3	4.00151	0.233882	2.53921	0.106497	0	0.355227	0	0	13.1941	0	0	0.951607	0.775481	0	0	0	0	0	0	0.395097	0	0	0.463206	0	0.641553	0	0	0.0688402	0	0.0483275	0	0	0.0879768	0.169232	0.664789	0	0	0	0	0.0659286	0.206879	0	0	0	0.0469114	0	1.18069	0	0	0.225093	0.195163	0	0.759897	0	0	0.116179	0	0	0.309702	0.0560578	0	0	0	0	7.75547	0	0	0	0	0	0	4.88345	0	0.392302	0	0.177047	29.1993	3.79885	0	0	0.117612	0.509741	0	0.830617	0	0.109249	0	0	0.749377	0.215711	0.6119	1.95776	0	2.44536	0.448627	1.2321	0	0	0.984216	0.209032	2.34783	0.455646	0	4.22333	0	0.817196	0.083994	0.748152	34.4767	0	0	0.599849	0	0.0769595	25.1952	1.5098	0.513428	0.0540727	1.98519	0.37077	0	0.0884809	0.325552	0	1.88819	1.98375	0	0.161719	0.0904219	3.01662	0.0979307	0	0.607241	1.47169	0	0	0	0	0	0	0.171649	3.17987	0	0.294969	0.537809	0	2.55087	0.93697	0.460647	0	24.8722	2.42843	0	0	0	6.30308	0.159808	0	1.67258	0.194784	3.64129	0.0956832	0.812461	0	0	1.59335	0.136819	0	0.297358	0.182358	0	0.16844	2.15673	0	5.22525	0	10.9319	0	0.345561	26.7749	4.67762	0	0	0.528818	0	4.90279	0	0.583306	2.2483	0.124337	0	0.178497	0.768951	0.199108	0	0.382641	27.9227	0.46882	0	0	0.841842	0.752586	0.0958717	1.31067	0	3.49637	0	17.4483	1.72051	0.809487	0.202051	0.50385	0	0.075763	2.12781	0	0	0.233018	0.515356	6.27265	0	9.1763	1.52869	1.01021	0	1.08745	0	2.46727	0.480488	0.687891	31.2782	4.62397	3.74813	0.168248	9.13685	0.122385	0	0.759503	3.21096	2.00094	0.12653	0.345931	0.954548	0.104159	0	0	0.581624	0.675617	0.224096	0	0.215583	0	0	0.607627	6.36678	0.826698	0.366596	1.03812	0.323587	0.169142	15.3531	0.825732	9.20848	1.489	0	0.735606	0.190331	0.388918	3.77889	1.23581	0.218189
TXN	670.456	591.816	568.516	690.786	655.91	275.14	388.704	409.07	300.816	569.573	614.917	392.368	688.61	538.319	476.002	524.69	570.298	247.997	428.443	441.615	905.019	638.148	412.628	683.394	544.345	615.442	661.229	487.372	405.673	501.225	848.9	542.984	329.811	463.901	671.874	498.959	339.052	424.641	859.038	730.789	626.12	665.345	320.036	348.662	507.178	458.759	308.277	348.117	390.015	616.626	642.113	521.054	383.775	311.603	491.647	316.374	533.487	517.251	677.226	400.79	144.77	376.073	480.953	456.81	637.498	278.353	551.202	484.767	549.645	210.735	374.642	419.181	317.138	434.754	447.266	227.645	474.82	258.717	647.903	400.006	349.326	355.33	461.247	282.486	641.433	704.702	252.05	584.186	389.022	337.74	384.552	410.464	1023.21	391.772	455.67	476.969	744.072	633.11	432.326	242.213	252.209	314.447	574.107	535.719	829.612	533.091	435.481	436.699	204.206	422.37	299.611	434.999	184.237	459.978	560.944	627.618	721.64	715.519	97.7983	317.304	243.858	450.709	487.304	382.122	233.312	583.756	588.332	413.778	252.612	441.538	273.653	288.853	516.443	423.631	579.761	453.121	398.862	311.853	267.75	453.393	203.781	309.571	175.736	630.517	573.727	257.625	320.233	449.43	194.346	433.859	381.778	217.359	312.115	350.442	176.722	337.38	376.079	260.903	361.956	355.25	212.909	486.743	718.685	233.779	364.191	192.299	339.822	226.351	432.797	384.685	214.248	452.54	98.1888	398.409	631.189	70.074	226.06	368.59	741.637	307.573	283.129	270.395	253.18	454.133	124.893	223.25	120.144	345.687	551.793	530.503	60.12	408.072	441.283	361.215	128.765	285.097	462.981	136.308	389.516	293.68	55.5145	378.425	190.813	58.2902	153.874	645.37	202.272	487.184	442.371	274.115	212.965	232.612	411.078	133.119	509.038	236.174	453.017	406.913	354.356	252.084	274.82	655.56	467.384	725.105	372.939	510.476	574.662	503.32	165.711	195.411	114.255	356.548	38.2408	450.68	87.8561	151.683	778.525	301.28	146.118	660.455	394.145	565.209	645.597	484.598	562.858	201.204	217.907	324.017	256.394	101.565	442.732	415.205	427.801	523.989	226.084	481.165	538.59	213.15	187.197	701.342	281.226	1140.84	160.117	600.007	355.806	501.164	577.692	292.151	173.276	342.272	292.933
SMC2	1.76622	18.3168	24.882	5.77975	14.158	2.51723	30.6524	0.0937283	1.52033	21.043	1.52114	4.94389	32.2315	6.30874	28.968	0	3.57764	12.9687	22.7598	29.1566	0.971055	0	19.1941	3.89224	11.5688	33.7823	10.7323	24.7796	16.1914	22.7416	0	0	25.9342	29.239	2.73475	0.493422	7.72571	18.0084	29.5125	18.1493	2.60887	5.96252	23.977	22.9428	20.3765	9.04222	18.7383	3.65931	12.9128	10.5436	11.293	0.101204	10.7888	17.9662	13.167	0.274306	9.32376	20.4679	26.2362	20.4923	0.641573	0.0852226	0.199207	6.56312	7.97518	0.0634138	11.902	0.0622739	8.01875	1.33295	2.59205	0	68.4462	1.39186	0	0.418215	0	0	0	1.0068	34.5707	6.31675	0.300183	0	0.069804	64.9588	0	0	0	0	0.240817	0	0.90276	0	0.470452	0.484906	0	18.8964	8.54762	1.1851	0	1.34845	0	26.3878	0	4.82486	0.990546	0	0	0	0	6.89936	58.7271	4.90587	6.57899	0	0	2.93098	0	0.437814	0	0	10.3885	5.36399	6.36874	7.29127	0	0	0	0	18.7463	0	0	9.03811	0	7.35391	11.2808	0	0	0	0	0	0.521176	10.2038	23.4903	0	6.98898	5.5337	0	19.6848	1.40799	4.18802	0	4.02682	0	0	0.188654	0	0	7.12857	0.509896	24.5069	0.811869	13.9988	1.03709	0	5.00727	0.119847	0.526716	13.3524	6.33199	10.9675	29.9514	0	0	0	0.3	17.6731	22.0609	0.167247	7.52111	37.5078	0	10.9871	0	0.681237	0.302146	2.17793	0.477699	23.4917	0	0	8.05991	0	3.60878	86.0076	3.67439	0.276746	6.43524	4.47259	0	18.3292	0	12.8336	16.369	1.18089	1.12211	0	14.8299	0.573177	19.5901	13.8302	0	0	0	0	4.86248	0	0.202823	0.400105	0	0	0	0.440277	8.48413	9.48051	0	8.92464	3.71553	0.0736216	0	3.75095	7.59052	23.0113	0	5.76606	5.51473	6.61376	0.986526	1.12729	0.126454	52.7253	2.8022	0.367981	0	8.73442	4.38406	10.3454	1.62909	0	5.92457	0.250416	1.18004	0	0.621584	0.974136	27.676	7.50011	21.7968	4.9667	19.0971	0.416802	21.6934	10.8365	13.3231	11.0275	21.5931	55.8821	0	0.606467	0
CTSL2	0	4.83299	62.5435	10.5315	0	0	11.9119	0.0713899	1.16191	0	0	2.17064	0	2.32867	0	0.188076	11.0593	0	30.5103	85.8193	0	0	111.96	73.0462	44.2321	0.351596	0	4.30975	0.451521	0	0	0.814237	55.3203	2.0647	58.8529	0	0.440577	5.22538	72.7769	0	1.30078	0	0	143.134	0.144598	19.625	224.473	56.8506	0	13.8457	0	0.265662	0	0	53.558	0	0	0	0	0	0	0	0	0	118.437	0	56.6884	0.163092	78.7323	0	0	0	127.287	0	0	95.1043	119.208	0	112.399	0	0	0	0	0	0	19.6875	0	0	0	0	0	0	0	134.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49299	0	0.317009	0	124.244	43.7515	0	0	0	3.6089	0	0	0	0	0	0.884153	380.124	0	0	0	0	0	0	0	8.57626	0	0	37.9943	149.918	0	0	0	104.195	45.8667	3.34673	0	0	0	0	0	0	0	0	0	0.236965	0	0	0	0	1.5616	0	0	0	0	0	0	0.738725	0	0	0	0	27.6759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4711	0	0.736518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48797	0	0	0	0	0	0	0	122.541	0	0	77.4949	0	0.192179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382219	18.3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IER3	6.88716	0	0	0	0	0	2.63046	0	0	3.55316	2.01906	0	0	0	0	0	0	0	0	0	0	0	0.948013	0	0.734298	0	0	0	0.294641	0	4.35785	0	0	0.455769	0	0	0	0	0	0	0	0	0	0	0.188116	0	8.75803	3.82141	0	0	0	1.38575	0	0.263953	0	0	0	0	0	1.01808	0	0	4.44407	0.868431	0	0	0	1.9121	0	0	25.3873	0	0	2.51746	14.4841	0	0	0	0.989998	7.53968	36.5737	10.8336	0	4.0054	2.76141	0	0	9.86688	0.272068	1.44871	0	0.438088	0	0	64.272	34.4596	3.51067	6.37564	0.187794	0	0.295941	0	45.999	0.668934	0	9.97305	3.04309	1.09316	0	0.599659	0	4.28273	0	0	12.5683	0.512486	0	0.211916	0	0	0	0	0	0	0	26.4709	0	0	9.88203	4.61368	0	3.9443	0	39.2556	40.5988	4.3556	0	0	0	0	0.927151	0	16.72	0	0	0	0	4.7869	0	4.67016	0	0	11.4624	33.2302	0	0	76.252	0	8.43564	0	2.22817	0	13.2343	54.6555	20.8293	0	0	0	0	11.1271	2.99544	9.5263	3.07853	5.75635	0	2.96442	0	0	0	0	6.85512	23.8661	40.2249	42.8547	0	1.1774	5.63588	0.592859	15.8347	0.507495	0	0	0.392047	0	1.60123	1.86028	23.5152	6.17792	0	0	0	21.4314	9.23988	0	0.393002	0	9.82122	28.9866	3.88269	19.9153	0	12.762	0	0	42.357	0	0	0	2.09216	23.2912	0	0	0	0.719184	0.407493	6.34971	30.1987	10.5765	5.59789	13.5609	2.60322	4.27464	3.50076	0.327605	0.193427	2.38205	23.2607	32.6785	61.2897	14.9583	39.4325	8.08748	0.71151	0	9.21834	38.137	18.09	0	0.894712	4.68221	21.1232	15.7617	0.908337	22.0503	109.775	15.9744	14.6467	0	0	0.660296	0.17868	13.3331	12.7633	1.76828	93.7399	20.7034	37.2958	0	2.05559	43.3507	75.7182
GGH	64.5654	160.464	35.5086	45.3073	140.082	37.3594	75.2569	0.198047	101.067	65.0859	13.4909	0	50.8223	30.1043	53.3768	43.0288	74.4628	5.8187	189.017	47.699	0.547378	3.3837	43.3269	57.6391	2.51177	92.4924	34.8921	82.5416	18.7479	70.5733	2.11569	1.24455	85.7324	10.4924	16.2827	3.6712	1.40685	7.02143	150.871	69.4853	67.3061	40.3706	24.5276	30.8034	50.2111	13.9634	56.4982	120.025	9.95895	40.2698	3.41818	11.2405	92.2407	35.8571	47.1639	26.1373	32.7178	55.5993	89.072	124.592	5.14226	0	0	26.6066	31.2531	18.059	85.9479	0	3.62196	0	0	29.8866	253.128	0	33.4726	0	0	11.8296	0	0	0	0	11.9943	76.1673	92.7306	5.43371	0	0	75.6277	4.54577	0	0	85.3991	9.59489	0.43878	0	0	117.419	39.726	12.1089	6.16388	32.6117	3.86378	2.17337	1.97374	0	0	10.1883	0	0	8.77985	62.0387	15.1969	43.7169	35.7385	0	0	1.87398	0	37.747	0	0	67.3597	47.6951	74.7706	3.75994	0	0	79.3551	0	0	0	10.6118	6.8233	132.104	21.2943	202.196	0	0.505351	46.4077	5.54945	0	49.0666	0	0	45.5496	0	8.06445	100.349	124.791	0	0	0	0	0	0.177079	0	14.0887	62.6706	0	0	0	0	0	0	58.8931	0	4.11671	0	0	0	35.8812	0	0	0	0	100.38	0	48.4493	0	7.60221	0	0	3.59084	0	16.8038	0	85.3459	0	0	14.7112	0	30.1077	39.2595	0.68486	48.9962	0	0	0	0	5.13826	0	0	81.9712	37.374	0	0	1.63283	0	0	83.224	0	0.875676	0	2.8188	0	53.0854	0	0	23.3348	0	0	0	27.7433	0	0	6.52741	0	0	30.2397	0	0	0	50.3172	0	5.90272	0	0	0	22.4188	5.08595	139.302	0	38.5592	0	0	24.706	10.9011	112.662	6.29393	0	0	0	0	0	0	67.6645	1.07852	1.3497	53.9662	40.1488	0.969679	0	0	13.5981	85.9738	95.6934	105.254	0	0	0
